itemId,title,conditionId,condition,price.value,price.currency,seller.username,seller.feedbackPercentage,seller.feedbackScore,itemLocation.country,topRatedBuyingExperience,priorityListing,marketingPrice.originalPrice.value,marketingPrice.discountPercentage,shipping_cost,days_listed,category_id,category_name,seller_item_count,club,country,year,additional_image_count,title_length,discount_flag,condition_desc,top_club,top_country,Messi
v1|336063638893|0,Nike Brazil Brasil Stadium Home Soccer Jersey Dri-Fit DN0680-742 Men’s S Small,3000,Used,39.99,USD,anpe6509,100.0,4,US,False,False,,,2.0,8,2891,Soccer-National Teams,1,,Brazil,,2,78,False,3000 - Used,False,True,False
v1|396831847486|665279155497,Mexico 2025 Black Special Souvenir Jersey – Fan Version – Authentic Look,1000,New,36.95,USD,bo9506,100.0,12,US,False,True,,,5.95,13,2891,Soccer-National Teams,1,,Mexico,2025.0,2,72,False,1000 - New,False,True,False
v1|357209151504|0,Bayern Munich Jersey 24/25 Third Soccer Shirt IZ3129 Adidas Mens Size M-L,1000,New,55.0,USD,trenmaniagym1,100.0,19,US,False,True,,,0.0,19,2887,Soccer-International Clubs,1,Bayern Munich,,2025.0,4,73,False,1000 - New,True,False,False
v1|316063531585|614665891080,Manchester United 2007-2008 Away Long Sleeve Black Jersey - Cristiano Ronaldo #7,1000,New,73.9,USD,bollerjerseys,97.6,39,BE,False,True,,,0.0,213,2891,Soccer-National Teams,9,Manchester United,,2008.0,6,80,False,1000 - New,True,False,False
v1|136149364350|0,Adidas Germany THOMAS MULLER 2018 athletic Soccer Jersey men's Medium,3000,Used,33.66,USD,mikebette123,99.6,17589,US,False,True,44.88,25.0,6.95,8,2891,Soccer-National Teams,1,,Germany,2018.0,4,69,True,3000 - Used,False,True,False
v1|146583188624|445313284776,1997-1998 Juventus Home Kit - Zinedine Zidane #21 Vintage Long Sleeve,1000,New,69.99,USD,jaspar-3573,100.0,21,PH,False,False,,,0.0,66,2887,Soccer-International Clubs,1,Juventus,,1998.0,6,69,False,1000 - New,True,False,False
v1|396852959765|0,Adidas Spain #6 A. Iniesta 2010 Away Soccer Jersey  Men’s Size Medium Black Elec,3000,Used,98.0,USD,argmag0,100.0,2582,US,False,False,,,6.5,8,2891,Soccer-National Teams,1,,Spain,2010.0,4,80,False,3000 - Used,False,True,False
v1|376061688678|644846814166,Arsenal 2005 2006 Thierry Henry #14 Long Sleeve Soccer Jersey Retro,1000,New,59.99,USD,jerseyking9320,90.3,62,US,False,False,,,9.99,131,2887,Soccer-International Clubs,3,Arsenal,,2005.0,3,67,False,1000 - New,True,False,False
v1|134179013922|433631240377,"Italia / Italy Camisa Replica de Futbol Retro, 1994 Baggio (Tallaje Americano)",Unspecified,Unspecified,34.9,USD,retrosyrarezas,99.1,1482,SV,False,False,,,9.99,1095,2885,Soccer-Other,3,,Italy,1994.0,7,78,False,Unspecified - Unspecified,False,True,False
v1|388531775526|655657666990,Nike South Korea Home Women's Soccer Jersey 20/21,1000,New,70.0,USD,soccer_shop_usa_warehouse,98.9,1227,US,False,False,,,0.0,44,2891,Soccer-National Teams,10,,South Korea,2021.0,6,49,False,1000 - New,False,True,False
v1|306347468690|0,Napoli | Men’s Medium Jersey,3000,Used,42.99,USD,calhounroad,98.7,805,US,False,False,,,0.0,39,2887,Soccer-International Clubs,6,,,,6,28,False,3000 - Used,False,False,False
v1|317068488902|0,Arsenal FC Jersey Men’s L Pepe 19 Football Shirt Home Adidas 2019/20,3000,Used,34.99,USD,rodr_9935,100.0,1326,US,False,False,,,6.5,176,2887,Soccer-International Clubs,1,Arsenal,,2020.0,14,68,False,3000 - Used,True,False,False
v1|356796869947|625752096516,"Brazil ""Jesus"" Black Edition Men Jersey",1000,New,38.5,USD,kendan_1,100.0,12,NZ,False,False,,,7.0,93,2887,Soccer-International Clubs,4,,Brazil,,2,39,False,1000 - New,False,True,False
v1|205606211360|506333711381,2010 Mexico Retro Jersey Rafa Marquez #4 Vintage,3000,Used,59.99,USD,iedd13,93.1,178,US,False,False,,,0.0,119,2887,Soccer-International Clubs,15,,Mexico,2010.0,3,48,False,3000 - Used,False,True,False
v1|267229105542|567009201901,JERSEY Uruguay Soccer Home Men 2025-26,1000,New,28.98,USD,am_kenda,98.9,1031,NZ,False,False,,,6.8,89,2887,Soccer-International Clubs,4,,,2026.0,1,38,False,1000 - New,False,False,False
v1|267214320418|566989523371,JERSEY Alianza Lima Away Men 2025,1000,New,30.99,USD,luk_wrig,97.6,850,NZ,False,False,,,7.0,103,2887,Soccer-International Clubs,11,,,2025.0,1,33,False,1000 - New,False,False,False
v1|365726724169|0,Nike Brasil Ronaldo R9 2004-2006 AwayFutbol Soccer Jersey Shirt Sz M #9,3000,Used,30.0,USD,jeli-randoms7,99.3,143,US,False,True,,,0.0,66,2891,Soccer-National Teams,1,,,2006.0,5,71,False,3000 - Used,False,False,False
v1|388567724759|655678544248,Real Madrid 2011/2012 Cristiano Ronaldo #7 Jersey Long Sleeve Champions League,1000,New,72.97,USD,saja8370,100.0,22,FR,False,True,,,0.0,39,2887,Soccer-International Clubs,5,Real Madrid,,2012.0,4,78,False,1000 - New,True,False,False
v1|295913908620|594108924215,12 Pack Soccer Scrimmage Training Vests Sports team Jersey Youth Adult M-XL,1500,New without tags,34.99,USD,romedas88,98.7,28584,US,False,False,,,0.0,1759,123490,Men,1,,,,6,75,False,1500 - New without tags,False,False,False
v1|125581173938|426619024974,"adidas MLS Infant Colorado Rapids Blue Soccer Jersey NWT 12, 18, 24 Months",1000,New,8.49,USD,locopatri,99.2,197936,US,False,False,9.99,15.0,5.0,998,2888,Soccer-MLS,3,,,,4,74,True,1000 - New,False,False,False
v1|152602631838|452466210923,Mexico Women Soccer Jersey Exclusive Design Arza Black Color_Made in Mexico_,1000,New,24.99,USD,clubpasionsoccer_usa,96.5,3901,US,False,False,,,0.0,2945,2891,Soccer-National Teams,9,,Mexico,,3,76,False,1000 - New,False,True,False
v1|167027956472|466746234489,Mexico Soccer Jersey Mexicana Camiseta de fútbol de México - Kids/Boys Size 4-14,1000,New,14.95,USD,limetree-clothing,97.8,12082,US,False,False,,,0.0,277,2891,Soccer-National Teams,2,,Mexico,,0,80,False,1000 - New,False,True,False
v1|285991499774|588074129161,JERSEY Clube Atlético Mineiro 1995 Home,1000,New,30.99,USD,jefjenk-89,98.5,534,NZ,False,False,,,7.0,352,2887,Soccer-International Clubs,4,,,1995.0,1,39,False,1000 - New,False,False,False
v1|306347491611|0,Everton | Men’s Large Jersey,3000,Used,42.99,USD,calhounroad,98.7,805,US,False,False,,,0.0,39,2887,Soccer-International Clubs,6,,,,6,28,False,3000 - Used,False,False,False
v1|388512587949|655645075070,Cristiano Ronaldo Portugal 2006 Home Jersey,1000,New,65.0,USD,shipezusa,97.1,84,US,False,False,,,0.0,47,2891,Soccer-National Teams,11,,,2006.0,10,43,False,1000 - New,False,False,False
v1|316975834547|615413779208,Rosario Central 2025/2026 Shirt Home and Away DI MARIA #11 Jersey,1000,New,35.99,USD,jinanwalanxingqidiansp-0,80.0,6,TW,False,False,,,0.0,38,2887,Soccer-International Clubs,6,,,2026.0,3,65,False,1000 - New,False,False,False
v1|376390940603|645027765355,Mexico 2025/26 Black Special Souvenir Player Version Jersey US,1000,New,34.99,USD,ahsanl_64,98.1,50,BD,False,True,,,2.99,12,2891,Soccer-National Teams,1,,Mexico,2026.0,3,62,False,1000 - New,False,True,False
