position,title,asin,is_prime,rating,ratings_total,sponsored,coupon,lego_theme,age_rec,recent_sales_num,price_value,price_list_price,price_name,stock_info,has_coupon,top_theme,discount$,discount%
52,"LEGO City Fire Rescue Plane Toy - Building Blocks Playset for Boys & Girls, Ages 6+ - Pretend Play for Role Play for Kids - Gift for Birthdays - 60413",B0CGY27PSS,False,4.9,528.0,False,,City,6.0,10000.0,54.95,,,None,False,True,0.0,0.0
53,"LEGO Creator 3 in 1 Retro Camera Toy, Transforms from Toy Camera to Retro Video Camera to Retro TV Set, Photography Gift for Boys and Girls Ages 8 Years Old and Up Who Enjoy Creative Play, 31147",B0CGY3FHDR,False,4.9,2869.0,False,,Creator,8.0,5000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
54,"LEGO City Blue Monster Truck Off-Road Toy Playset with a Driver Minifigure, Imaginative Toys for Kids, Fun Gift for Boys and Girls Aged 5 Plus, Mini Monster Truck, 60402",B0CGYN1GJ5,False,4.8,1535.0,False,,City,5.0,10000.0,9.19,15.99,Primary,None,False,True,6.8,0.43
60,"LEGO Harry Potter Hogwarts Express & Hogsmeade Station Building Toy - Pretend Play and Display Decor for Boys & Girls, Ages 8+ - Gift Idea for Birthdays - 76423",B0BSRG79SZ,False,4.8,594.0,False,,Harry Potter,8.0,1000.0,85.59,129.99,Primary,None,False,True,44.4,0.34
61,"LEGO Wednesday Addams Figure - Building Toy for Kids, Girls & Boys, Ages 10+ - Collectible Wednesday Addams Doll with Display for Fans - Gift Idea for Birthday - 76780",B0CYM35YWG,False,4.8,161.0,False,,Other,10.0,2000.0,21.69,49.99,Primary,None,False,False,28.3,0.57
62,"LEGO Ideas Disney Pixar Luxo Jr. - Room Decor and Building Set for Adults - Office and Desk Decor for Women and Men, Ages 18+ - Brick-Built Lamp DIY Kit - Collectible Gift Idea for Movie Fans - 21357",B0DRW73TRY,False,4.9,105.0,False,,Disney,18.0,4000.0,69.95,,,None,False,True,0.0,0.0
64,LEGO Icons 40681 - Retro Food Truck,B0CRH2ZDS6,False,4.9,83.0,False,,Other,None,100.0,49.99,,,None,False,False,0.0,0.0
65,LEGO Star Wars BrickHeadz The Phantom Menace 40676,B0D386HWT9,False,5.0,69.0,False,,Star Wars,None,4000.0,49.99,54.99,Primary,None,False,True,5.0,0.09
67,"LEGO Marvel Iron Man Mech vs. Ultron Building Toy Set - Iron Man Toy for Kids, Boys and Girls, Ages 6+ - Buildable Action Figure - Superhero Gift for Birthday - 76307",B0DJ1C3J2B,False,4.8,248.0,False,,Marvel,6.0,4000.0,10.19,14.99,Primary,None,False,True,4.8,0.32
69,"LEGO City Construction Excavator Toy - Building Toys for Boys & Girls, Ages 8+ - Functional Kids Construction Truck W/Minifigures - Gifts for Birthdays & Holidays - 60420",B0CV298XQM,False,4.8,329.0,False,,City,8.0,2000.0,44.84,54.99,Primary,None,False,True,10.15,0.18
70,Klutz Lego Gravity Drop Activity Kit,1339019124,False,4.5,72.0,False,,Other,None,600.0,28.95,,,None,False,False,0.0,0.0
1,The LEGO Movie,B00IDI8KLC,False,4.7,25561.0,False,,Other,None,,14.99,,Prime Video,None,False,False,0.0,0.0
2,"LEGO Creator 3 in 1 Exotic Parrot Building Toy Set, Transforms to 3 Different Animal Figures - from Colorful Parrot, to Swimming Fish, to Cute Frog, Creative Toys for Kids Ages 7 and Up, 31136",B0BLJ3LHCH,False,4.8,6285.0,False,,Creator,7.0,8000.0,15.98,19.99,Primary,None,False,True,4.01,0.2
3,"LEGO Speed Champions Lamborghini Lambo V12 Vision GT Super Car, Formula 1 Vehicle Toy, Driving Playset, Buildable Model Set for Kids, Lamborghini Car, Gift for Kids and Gaming Fans, F1 Toy Car, 76923",B0CV2FMGGB,False,4.7,946.0,False,,Speed Champions,None,6000.0,21.55,26.99,Primary,None,False,True,5.44,0.2
4,"LEGO City Yellow Construction Wheel Loader Building Sensory Toy - Construction Vehicle Toy for Toddlers, Boys and Girls, Ages 4+ - Educational, Learning Gift Idea for Preschoolers - 60450",B0DJ19L2ZW,False,4.9,203.0,False,,City,4.0,5000.0,9.39,14.99,Primary,None,False,True,5.6,0.37
5,"LEGO Minecraft The Illager Desert Patrol Toy Figures and Playset - Building Minecraft Toy for Kids, Boys and Girls, Ages 7+ - with 4 Figures for Pretend Play - Gift Idea for Birthdays - 21267",B0DJ1748F2,False,4.9,604.0,False,,Other,7.0,10000.0,9.59,14.99,Primary,None,False,False,5.4,0.36
7,"LEGO Sunflowers Building Toy for Kids, Girls and Boys Ages 8+ - Artificial Sunflowers for Home Decor and Display - Birthday Gift Idea for Lovers of Plants & Flowers - 40524",B09PJ8ZZ1G,False,4.8,7924.0,False,,Art,8.0,10000.0,7.94,14.99,Primary,None,False,True,7.05,0.47
8,"LEGO Technic Off-Road Race Buggy Buildable Car Toy, Cool Toy for 8 Year Old Boys, Girls and Kids who Love Rally Contests, Race Car Toy Featuring Moving 4-Cylinder Engine and Working Suspension, 42164",B0CGY2KWTB,False,4.8,1170.0,False,,Technic,None,5000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
12,"LEGO City F1 Driver with McLaren Race Car Toy - Model Car Building Toy Kit for Kids, Boys and Girls, Ages 6+ - F1 Collectible for Fans - with a Driver Minifigure - Gift Idea for Birthdays - 60442",B0DJ18HW8R,False,4.9,275.0,False,,City,6.0,5000.0,7.98,12.99,Primary,None,False,True,5.01,0.39
13,"LEGO City No Limits: Race Car Ramp Track Toy - Building Toy for Kids, Boys and Girls, Ages 6+ - Soap Box Car Ramp for Racing with 2 Cars, 4 Minifigures, and Buildable Ramp - Gift Idea - 60460",B0DJ1BDRV5,False,4.8,101.0,False,,City,6.0,3000.0,39.99,49.99,Primary,None,False,True,10.0,0.2
14,"LEGO Daffodils - Building Toy for Kids, Girls and Boys, Ages 8+ - Birthday Gift for Kids - Artificial Daffodil for Bedroom Decor and Display - 40747",B0CGYRH1JG,False,4.8,1719.0,False,,Art,8.0,5000.0,7.89,14.99,Primary,None,False,True,7.1,0.47
15,"LEGO Fortnite Durrr Burger Building Set - Kids Toy for Gamers, Ages 9+ - Display Model, Collectible Fortnite Toy - Gift for Boys & Girls - 77070",B0DF842F5D,False,4.9,456.0,False,,Other,9.0,6000.0,11.04,14.99,Primary,None,False,False,3.95,0.26
16,"LEGO Icons Bonsai Tree Building Set - Artificial Bonsai Tree Plants for Home Decor, Adults Ages 18+ - Faux, Fake Plants for Table, Desk, Office - Birthday Gift for Men & Women - 10281",B08HVXZW8X,False,4.9,23285.0,False,,Art,18.0,5000.0,39.98,49.99,Primary,None,False,True,10.01,0.2
17,"LEGO Disney Princess Market Adventure Building Toy Set - Pretend Play Disney Toy Figures & Playsets for Girls & Boys, Ages 6+ - Disney Gifts for Kids, Birthdays, Events - 43246",B0CGY3F92X,False,5.0,79.0,False,,Disney,6.0,2000.0,99.95,,,None,False,True,0.0,0.0
22,"LEGO Creator 3 in 1 Playful Cat Toy - Building Toy with 3 Building Options, Cat, Dog, or Pigeon - Birthday Gift for Kids - Animal Figures for Kids, Girls and Boys, Ages 8+ - 31163",B0DJ19581W,False,4.9,487.0,False,,Creator,8.0,7000.0,19.99,24.99,Primary,None,False,True,5.0,0.2
24,"LEGO Jurassic World Dinosaur Fossils: T. rex Skull, Dino Toy for Boys and Girls, Educational Skeleton Model Set with Bones for Kids, Great Gift for Fans of The Jurassic Park Movies, 76964",B0CGY4XXW3,False,4.8,858.0,False,,Other,None,2000.0,31.99,39.99,Primary,None,False,False,8.0,0.2
26,"LEGO NINJAGO Young Dragon Riyu Playset with 3 Ninja Minifigures for Independent Play, Buildable Ninja Toy Model and Adventure Set for Kids, Ninja Gift for 6 Year Old Boys and Girls, 71810",B0CGY4CT7C,False,4.9,648.0,False,,NINJAGO,None,2000.0,10.39,15.99,Primary,None,False,True,5.6,0.35
28,"LEGO Star Wars: The Clone Wars Ahsoka's Jedi Interceptor Spaceship Building Toy - Kids Star Wars Toy for Boys and Girls, Ages 8+ - Gift Idea for Birthdays - 75401",B0DJ192W5G,False,4.7,348.0,False,,Star Wars,8.0,7000.0,35.95,44.99,Primary,None,False,True,9.04,0.2
29,"LEGO Lotus Flower - Building Toy for Kids, Girls & Boys, Ages 8+ - Artificial Lotus Flowers for Home Decor & Display - Creative Gift Idea for Her & Him - 40647",B0BZT7H8CN,False,4.9,2634.0,False,,Art,8.0,5000.0,12.69,14.99,Primary,None,False,True,2.3,0.15
30,"LEGO Classic Creative Food Friends Building Toy Set - Pretend Play Food for Kids, Boys and Girls, Ages 4+ - Learning and Educational Toy for Preschool - Gift Idea for Birthdays - 11039",B0DJ19Z5KM,False,4.9,244.0,False,,Friends,4.0,4000.0,8.49,9.99,Primary,None,False,True,1.5,0.15
31,"LEGO Creator 3 in 1 Wild Animals: Pink Flamingo Animal Building Toy - Includes 3 Building Options, Pink Flamingo, Cockatoo, or Axolotl - Learning Toy for Kids, Girls, and Boys, Ages 8+ - 31170",B0DJ1B3Q5Q,False,4.9,403.0,False,,Creator,8.0,7000.0,23.74,24.99,Primary,None,False,True,1.25,0.05
32,"LEGO City Off-Road 4x4 Mountain Truck Toy - Building Toy Set for Kids, Boys and Girls, Ages 6+ - Fun Gift Idea for Birthdays and Holidays - with Adventurer Minifigure and Accessories - 60447",B0DJ1BH9T1,False,4.9,260.0,False,,City,6.0,4000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
33,"LEGO Animal Crossing K.K.’s Concert in The Plaza Building Toys Set - Animal Crossing Toy Figures & Playsets for Kids, Girls & Boys, Ages 7+ - Pretend Play Birthday Gift - 77052",B0CV2F9R81,False,4.9,296.0,False,,Other,7.0,4000.0,34.81,79.99,Limited time deal,None,False,False,45.18,0.56
34,"LEGO Architecture Paris Model Building Set - Detailed Display Building Blocks for Kids, Boys and Girls, Ages 12+ - Gift for Travelers - 21044",B07GXC4R9R,False,4.8,10740.0,False,,Architecture,12.0,3000.0,39.99,49.99,Primary,None,False,True,10.0,0.2
37,"LEGO F1 Collectible Race Cars, 6 Pack - Building Set for Boys & Girls, Ages 6+ - Birthday Party Favor or Gift - Mystery Box W/Surprise F1 Car Toys - Travel Toys for Kids - 66796",B0DJ1CGPKN,False,4.7,219.0,False,,Art,6.0,7000.0,25.45,29.94,Primary,None,False,True,4.49,0.15
38,"LEGO Star Wars Clone Trooper & Battle Droid Battle Pack Set for Kids, Buildable Toy Speeder Bike Vehicle, Tri-Droid and Defensive Post, Collectible, Gift for Boys and Girls Aged 7 and Up, 75372",B0CGXZ79WH,False,4.8,2003.0,False,,Star Wars,7.0,7000.0,23.99,29.99,Primary,None,False,True,6.0,0.2
39,"LEGO Creator 3 in 1 Adorable Dogs Building Toy Set, Gift for Dog Lovers, Featuring Dachshund, Beagle, Pug, Poodle, Husky, and Labrador Figures for Kids 7 and Up, 31137",B0BLJ2918Z,False,4.8,2316.0,False,,Creator,None,3000.0,23.99,29.99,Primary,None,False,True,6.0,0.2
41,"LEGO Creator 3 in 1 Wild Animals Panda Family - Building Toy with 3 Building Options, Panda, Penguin, or Orca - Animal Figures for Kids, Girls and Boys, Ages 8+ - Gift Idea for Birthdays - 31165",B0DJ1B7BC1,False,4.8,313.0,False,,Creator,8.0,5000.0,33.99,39.99,Primary,None,False,True,6.0,0.15
43,"LEGO Minecraft The Armadillo Mine Expedition Toy Figures and Playset - Building Minecraft Toy for Kids, Boys and Girls, Ages 8+ - with Gaming Figures for Pretend Play - Gift Idea for Birthdays - 21269",B0DJ1BM44B,False,4.8,249.0,False,,Other,8.0,6000.0,23.99,29.99,Primary,None,False,False,6.0,0.2
45,"LEGO Technic Mercedes-AMG F1 W14 E Performance Pull-Back Car Toy, Vehicle Building Set for Boys and Girls, Mercedes Race Car Toy Model, Gift for Kids Ages 7 and Up, 42165",B0CGY1Q3YP,False,4.9,1775.0,False,,Technic,7.0,3000.0,21.55,26.99,Primary,None,False,True,5.44,0.2
5,"LEGO Creator 3 in 1 Space Shuttle Toys - Space Toys Building Set for Boys & Girls, Ages 6+ - Option to Build 2 Spaceships or Astronaut - Educational Gift for Kids Birthday & Holidays - 31134",B0BLJ4FDT4,False,4.8,6198.0,False,,Creator,6.0,8000.0,8.99,9.99,Primary,None,False,True,1.0,0.1
7,"LEGO Creator 3 in 1 Majestic Tiger Building Set, Transforms from Tiger to Panda or Koi Fish Set, Animal Figures, Collectible Building Toy, Gifts for Kids, Boys & Girls 9 Plus Years Old, 31129",B09FM57L7B,False,4.9,3060.0,False,,Creator,None,1000.0,39.99,49.99,Primary,None,False,True,10.0,0.2
10,"LEGO Creator 3 in 1 Red Dragon Toy, Transforms from Dragon Toy to Fish Toy to Phoenix Toy, Gift Idea for Boys and Girls Ages 6 and Up, Animal Toy Set for Kids, 31145",B0CGY9Q4ZW,False,4.8,1807.0,False,,Creator,6.0,3000.0,9.79,,,None,False,True,0.0,0.0
12,"Ideas Mechanical Skull Building Set for Adults, Horror Ghost Zombie Skeleton Head Toy Home Decor, Compatible with Lego, Creative Halloween Birthday Gift for Teens Boys Age 12+ (1099 PCS)",B0F4QTF5ZJ,False,5.0,2.0,True,,Ideas,12.0,50.0,34.99,39.99,Primary,None,False,True,5.0,0.13
13,"Acrylic Display Case for Lego Disney Tim Burton's The Nightmare Before Christmas, Dustproof Display Box Compatible with Lego 21351 (ONLY Box, NOT Model)",B0DHL4HR7Q,False,4.5,2.0,True,,Disney,None,,159.99,,,Only 7 left in stock - order soon.,False,True,0.0,0.0
17,"LEGO City Fire Rescue Boat Building Set - Floatable Boat Toy for Boys & Girls, Ages 5+ - Kids Pretend Play Toy for Preschool - Gift for Birthdays - 60373",B0BBWK83F2,False,4.8,901.0,False,,City,5.0,3000.0,25.99,29.99,Primary,None,False,True,4.0,0.13
18,"LEGO City Red Sports Car Toy - Building Toy for Kids, Boys and Girls, Ages 5+ - Educational Gift for Birthdays and Holidays - Includes Driver Minifigure and Other Accessories - 60448",B0DJ1BQF32,False,4.8,362.0,False,,City,5.0,3000.0,8.49,,,None,False,True,0.0,0.0
20,"Room Copenhagen LEGO Storage Brick 4 Desk Drawer, 4-Stud Stackable Tabletop Storage Box, 6.2 x 6.2 x 4.4 In, Red",B07Q87VGXS,False,4.6,544.0,True,,Other,None,100.0,24.99,,,None,False,False,0.0,0.0
23,"LEGO City 4x4 Off-Roader Adventures 60387 Building Toy - Camping Set Including Monster Truck Style Car with Working Suspension and Mountain Bikes, 2 Minifigures, Vehicle Toy for Kids Ages 6+",B0BBWHMTPH,False,4.8,2009.0,False,,City,6.0,2000.0,29.99,,,None,False,True,0.0,0.0
24,"LEGO City Holiday Adventure Camper Van Building Toy Set - Vacation Toy for Kids, Boys and Girls, Ages 6+ - Gift for Birthdays - Includes 3 Minifigures and Accessories - 60454",B0DJ19FVRD,False,4.8,190.0,False,,City,6.0,3000.0,25.99,29.99,Primary,None,False,True,4.0,0.13
26,"LEGO Botanicals Flower Arrangement Artificial Flowers Building Set - Wedding Decor for Table Display - Gift for Wedding, Bridesmaid - Unique Bouquet for Adults, Ages 18+ - 10345",B0DJ1C6VP4,False,4.6,31.0,False,,Botanicals,18.0,600.0,103.66,109.99,Primary,Only 3 left in stock - order soon.,False,True,6.33,0.06
30,"LEGO Minecraft The Nether Lava Battle Toy and Playset - Building Minecraft Toy for Kids, Ages 6+ - Alex, Wither Skeleton, Blaze and Strider Figures for Pretend Play - Gift Idea for Birthdays - 21266",B0DJ19R8H7,False,4.8,613.0,False,,Other,6.0,9000.0,8.99,9.99,Primary,None,False,False,1.0,0.1
35,"LEGO Friends Guinea Pig Playground - Building Toy Pretend Play Set for Kids, Girls and Boys, Ages 5+ - with 2 Minidolls and 2 Animal Toys - Gift Idea for Birthdays - 42640",B0DJ192C1F,False,4.8,204.0,False,,Friends,5.0,2000.0,9.99,,,None,False,True,0.0,0.0
37,"LEGO Sonic The Hedgehog : Sonic’s Campfire Clash, Collectible Gaming Toy for Kids and Video Game Fans, Fun Buildable Playset for Boys and Girls Aged 7 and Up 77001",B0DJ19BXLJ,False,4.8,354.0,False,,Other,7.0,2000.0,16.99,19.99,Primary,None,False,False,3.0,0.15
40,"LEGO Friends Adventure Camp Archery Range Toy, Archery Set for Kids with Toy Bow and Arrows, Adventure Building Playset for Girls and Boys Ages 6 Years and Up, 2 Mini Dolls and a Raccoon Figure, 42622",B0CRVWD4KM,False,4.9,234.0,False,,Friends,6.0,1000.0,9.59,14.99,Primary,None,False,True,5.4,0.36
41,"LEGO City Donut Truck Toy - Building Toy for Kids, Boys and Girls, Ages 5+ - Birthday Gift for Kids Mobile Donut Stand with 2 Minifigures and Other Accessories - 60452",B0DJ1BSFYJ,False,4.9,273.0,False,,City,5.0,2000.0,18.99,19.99,Primary,None,False,True,1.0,0.05
42,"LEGO Star Wars Ahsoka Tano’s T-6 Jedi Shuttle Spaceship Toy - Star Wars Building Toys Set for Kids, Boys & Girls, Ages 9+ - Birthday Gift for Fans - 4 Minifigures - 75362",B0BXQ64WP4,False,4.8,1433.0,False,,Star Wars,9.0,2000.0,61.99,79.99,Primary,None,False,True,18.0,0.23
43,"LEGO DUPLO Classic Cars and Trucks Brick Box Playset, Educational STEM Toy, Preschool Building Set for Toddlers Aged 18 Months Plus, Learning Toy to Develop Fine Motor Skills, 10439",B0CPQ6W357,False,4.9,352.0,False,,Classic,18.0,7000.0,49.99,,,None,False,True,0.0,0.0
45,"LEGO City Pizza vs. Fire Truck Race Car Pack Toy - Building Toy for Kids, Boys and Girls, Ages 5+ - Gift for Birthdays and Holidays - Includes Chef and Firefighter Minifigures - 60458",B0DJ1B6C1G,False,4.8,269.0,False,,City,5.0,4000.0,7.99,9.99,Primary,None,False,True,2.0,0.2
46,"LEGO Classic White Baseplate, Square 32x32 Stud Foundation to Build, Play, and Display Brick Creations, Great for Snowy and Winter Landscapes, 11026",B09JKVJCQZ,False,4.8,8252.0,False,,Classic,None,5000.0,4.95,7.99,Primary,None,False,True,3.04,0.38
47,"LEGO Friends Beach Water Scooter, Lifeguard Toy Building Set for Kids, Beach Toy Gift Idea for Girls and Boys Ages 5 Years and Up with 2 Mini Dolls and a Dolphin Toy Figure, 42623",B0CRVWHYSX,False,4.8,266.0,False,,Friends,5.0,900.0,9.97,,,None,False,True,0.0,0.0
49,"LEGO Friends Cotton Candy Stand and Scooter - Building Toy Pretend Play Set for Kids, Girls and Boys, Ages 6+ - with 2 Minidolls, Wheelable Food Cart and Accessories - Gift Idea for Birthday - 42643",B0DJ19BFCY,False,4.8,192.0,False,,Friends,6.0,3000.0,6.37,9.99,Primary,None,False,True,3.62,0.36
50,"LEGO Friends Mobile Bakery Food Cart Playset, Cooking Toy for Pretend Play, Small Gift for Kids, Girls and Boys Ages 6 and Up with Aliya and Jules Mini-Dolls, Aira Dog Figure and Food Toys, 42606",B0CGY3F43H,False,4.7,292.0,False,,Friends,6.0,1000.0,7.99,10.99,Primary,None,False,True,3.0,0.27
52,"LEGO Minecraft The Baby Pig House Toy Figures and Playset - Building Minecraft Toy for Kids, Boys and Girls, Ages 7+ - Gift for Birthdays - with 2 Minifigures for Pretend Play - 21268",B0DJ19VGDH,False,4.9,519.0,False,,Other,7.0,10000.0,15.99,19.99,Primary,None,False,False,4.0,0.2
53,"LEGO City Airplane vs. Hospital Bed Race Car Pack Toy - Building Toy for Kids, Boys and Girls, Ages 5+ - Gift for Birthdays and Holidays - Includes 2 Minifigures - 60459",B0DJ1896M4,False,4.8,261.0,False,,City,5.0,4000.0,6.79,9.99,Primary,None,False,True,3.2,0.32
56,"LEGO DUPLO Classic Brick Box Building Set - Features Storage Organizer, Toy Car, Number Bricks, Build, Learn, and Play, Great Gift Playset for Toddlers, Boys, and Girls Ages 18+ Months, 10913",B07WJJF8PB,False,4.9,11496.0,False,,Classic,18.0,6000.0,23.99,29.99,Primary,None,False,True,6.0,0.2
58,"LEGO Disney Princess Twirling Ariel Toy - Building Toy for Kids, Girls and Boys, Ages 5+ - Little Mermaid Toy for Fans of Movie - Ariel Doll Gift Idea for Birthdays - 43259",B0DJ19X85X,False,4.8,347.0,False,,Disney,5.0,6000.0,5.77,6.79,Primary,None,False,True,1.02,0.15
60,"LEGO Disney Moana's Island Fun Building Toy Playset - Princess Moana Toy for Kids, Girls and Boys, Ages 5+ - with 2 Disney Micro-Dolls and Pua Animal Figure - Gift Idea for Birthdays - 43260",B0DJ1BQJ5Y,False,4.9,171.0,False,,Disney,5.0,3000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
1,"LEGO Disney Simba The Lion King Cub Buildable Disney Toy for Kids, Disney Collection, Lion King Movie Toy, Simba Toy Construction Playset Figure, Fun Gift for Girls and Boys Ages 6 and Up, 43243",B0CV2HH9HN,False,4.8,1077.0,False,,Disney,6.0,1000.0,18.18,19.99,Primary,None,False,True,1.81,0.09
3,"LEGO Creator 3 in 1 Retro Roller Skate Building Kit, Transforms from Roller Skate Toy to Mini Skateboard to Boom Box Radio, Birthday Gift for Skaters, Cool Toy for Boys and Girls Ages 8 and Up, 31148",B0CGYVLMRD,False,4.9,1515.0,False,,Creator,8.0,3000.0,23.99,29.99,Primary,None,False,True,6.0,0.2
6,"LEGO Marvel Spider-Man's Car and Doc Ock Building Set, Spidey and His Amazing Friends Buildable Toy for Kids 4 Plus Years Old with Glow in The Dark Pieces, 10789",B0BLJ521L9,False,4.8,3256.0,False,,Friends,None,5000.0,9.97,,,None,False,True,0.0,0.0
8,"LEGO Speed Champions BMW M4 GT3 & BMW M Hybrid V8 Race Cars, BMW Toy for Kids with 2 Buildable Models and 2 Driver Minifigures, Car Toy Birthday Gift Idea for Boys and Girls Ages 9 and Up, 76922",B0CGYTK43F,False,4.9,885.0,False,,Speed Champions,9.0,1000.0,35.99,44.99,Primary,None,False,True,9.0,0.2
13,"LEGO NINJAGO Kai’s Elemental Fire Mech Action Figure, Mini Ninja Toy for Kids with Customizable Red Ninja Figure Plus Kai and Zane Minifigures, Adventure Set for Boys and Girls Ages 7 and Up, 71808",B0CGY44HYD,False,4.8,881.0,False,,NINJAGO,7.0,2000.0,25.99,29.99,Primary,None,False,True,4.0,0.13
14,"LEGO Botanicals Mini Bonsai Trees Building Set - Artificial Bonsai Tree Building Blocks for Adults, 18+ - DIY Home and Office Decor for Men and Women - Gift for Adults - 10373",B0DRW8G3WK,False,0.0,0.0,False,,Botanicals,None,,64.99,,,None,False,True,0.0,0.0
20,"LEGO Friends Friendship Tree House Hangout - Building Toy Playset for Kids, Girls and Boys, Ages 8+ - Pretend Play Gift Idea for Birthdays - with 4 Minidolls and 2 Animal Figures - 42652",B0DJ1B5GGG,False,4.8,94.0,False,,Friends,8.0,2000.0,55.99,69.99,Primary,None,False,True,14.0,0.2
21,"LEGO City Go-Karts and Race Drivers Toy Playset, 2 Driver Minifigures, Racing Vehicle Car Toy, Fun Race Car Toy Gift for Kids Aged 5 and Up, 60400",B0CGXZP4T8,False,4.8,1424.0,False,,City,5.0,2000.0,8.49,9.99,Primary,None,False,True,1.5,0.15
22,"LEGO Minecraft The Fox Lodge House 21178 Animal Toys with Drowned Zombie Figure, Birthday Gift for Grandchildren, Kids, Boys and Girls Ages 8 and Up",B09FM5J4WL,False,4.8,9704.0,False,,Other,8.0,6000.0,18.99,19.99,Primary,None,False,False,1.0,0.05
23,"LEGO Bluey: Bluey’s Beach & Family Car Trip - Toddler Learning Toy for Kids 4+ - Includes Bluey, Bingo, and Mum Minifigures - Birthday Gift for Boys and Girls, Ages 4+ - 11202",B0DRW7Y7SV,False,4.9,65.0,False,,Bluey,4.0,4000.0,29.99,,,None,False,True,0.0,0.0
24,"LEGO Creator 3 in 1 Flowers in Watering Can Building Toy Set - Fun, Creative Activity for Kids, Girls and Boys, Ages 8+ - Options to Build Rain Boots or Birds - 31149",B0CGY55BW7,False,4.9,1692.0,False,,Creator,8.0,2000.0,23.99,29.99,Primary,None,False,True,6.0,0.2
26,"LEGO City Space Explorer Rover and Alien Life Toy, Space Gift for Boys and Girls Ages 6 and Up with 2 Minifigures, Robot and Extraterrestrial Figures, Pretend Play STEM Toy, 60431",B0CGY4Z6NM,False,4.9,461.0,False,,City,6.0,800.0,27.99,34.99,Primary,None,False,True,7.0,0.2
28,"LEGO Technic Heavy-Duty Bulldozer Building Set, Kids’ Construction Toy, Vehicle Gift for Boys and Girls Ages 7 and Up, 42163",B0CGY4R56V,False,4.8,821.0,False,,Technic,7.0,1000.0,12.97,,,None,False,True,0.0,0.0
29,"LEGO DUPLO Town Truck & Tracked Excavator Construction Vehicle 10931 Toy for Toddlers 2-4 Years Old Girls & Boys, Fine Motor Skills Development and Learning Toy",B0858LSYY1,False,4.9,7251.0,False,,DUPLO,None,6000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
30,LEGO City Fire Rescue Helicopter Toy - Building Set with Firefighter Minifigure Pilot - Fun Gift or Pretend Play Toy for Boys - Girls and Kids Ages 5 and Up - 60411,B0CGY54WQF,False,4.9,679.0,False,,City,5.0,1000.0,9.99,,,None,False,True,0.0,0.0
31,"LEGO City Emergency Ambulance Toy - Building Sensory Toy for Kids, Boys and Girls, Ages 5+ - Educational, Learning Gift Idea for Birthdays and Holidays - Skateboarder and Driver Minifigures - 60451",B0DJ18G28J,False,4.7,137.0,False,,City,5.0,1000.0,15.99,19.99,Primary,None,False,True,4.0,0.2
33,"LEGO Harry Potter Hagrid & Harry's Motorcycle Ride Building Toy - Kids Motorcycle Toy for Boys and Girls, Harry Potter Fans, Ages 9+ - Gift Idea for Birthdays - 76443",B0DJ18XKWX,False,4.9,195.0,False,,Harry Potter,9.0,1000.0,39.99,49.99,Primary,None,False,True,10.0,0.2
34,"LEGO NINJAGO Jay’s Mech Battle Pack Adventure Toy Set for Kids, with Jay Minifigure and Mech Figure, Creative Ninja Gift for Boys and Girls Aged 6 Years Old and Up, 71805",B0CGY4VZ1F,False,4.8,994.0,False,,NINJAGO,6.0,2000.0,9.99,,,None,False,True,0.0,0.0
35,"LEGO 71039 Marvel Series 2 Mini Figures, 1 of 12 Iconic Disney+ Characters to Collect in Each Bag, Includes Wolverine, Hawkeye, She-Hulk, Echo and More (1 Piece, Style Sent Randomly)",B0BV7D92RH,False,4.2,2682.0,False,,Disney,None,1000.0,9.49,9.99,Primary,None,False,True,0.5,0.05
36,"LEGO Friends Heartlake City Café Shop Toy for Kids, Bakery Building Set, Birthday Gift Idea for Girls and Boys Ages 6 Years and Up with 3 Mini Dolls and a Dog Toy Figure, 42618",B0CRW144BV,False,4.8,315.0,False,,City,6.0,1000.0,29.99,,,None,False,True,0.0,0.0
37,The LEGO Batman Movie,B01N29REEF,False,4.7,17897.0,False,,Other,None,,14.99,,Prime Video,None,False,False,0.0,0.0
38,"LEGO City Tow Truck and Sports Car Repair Building Set, Kids Gift Idea with 2 Minifigures and Accessories Including a Cochlear Implant, Pretend Play Tow Truck Toy for Boys & Girls Ages 4 and Up, 60435",B0CV2PV14Q,False,4.9,237.0,False,,City,4.0,1000.0,19.99,,,None,False,True,0.0,0.0
44,"LEGO Star Wars Luke Skywalker X-Wing Mech, Buildable Star Wars Action Figure with Luke Skywalker Toy, Collectible Building Set for Kids, Creative Star Wars Gift for Boys and Girls Ages 6 and Up, 75390",B0CV2BHWVK,False,4.8,585.0,False,,Star Wars,6.0,1000.0,9.99,15.99,Primary,None,False,True,6.0,0.38
47,Sunflower Building Set Flowers with Vase Van Gogh Botanical Collection for Adult -1009pcs Compatible with Lego,B0DK8B9CLK,False,4.5,135.0,False,,Other,None,800.0,39.99,,,None,False,False,0.0,0.0
